"AA9_1"	"AA9_2"	"AA9_3"	"DMSO_1"	"DMSO_2"	"DMSO_3"
"ENSG00000186907"	15	8	22	10	5	22
"ENSG00000255301"	0	0	0	0	0	0
"ENSG00000149150"	166	103	191	125	123	139
"ENSG00000265566"	0	0	0	0	0	0
"ENSG00000134809"	711	477	776	629	566	576
"ENSG00000214872"	23	6	14	4	12	7
"ENSG00000156587"	833	550	884	907	864	909
"ENSG00000240371"	5884	3850	6333	4812	4705	4647
"ENSG00000149131"	147	91	184	155	135	140
"ENSG00000254602"	36	34	34	18	15	18
"ENSG00000208009"	0	0	2	1	0	0
"ENSG00000166793"	55	33	43	56	46	27
"ENSG00000172409"	682	466	718	624	618	629
"ENSG00000156599"	5155	3432	5731	4717	4102	4287
"ENSG00000156603"	859	517	891	691	510	577
"ENSG00000213593"	2547	1784	3132	2434	2187	2240
"ENSG00000254462"	0	0	0	0	0	0
"ENSG00000213592"	4	4	11	5	9	11
"ENSG00000211450"	884	529	872	931	830	878
"ENSG00000254732"	11	2	8	13	5	16
"ENSG00000233436"	12	4	6	11	4	15
"ENSG00000198561"	8101	5574	8896	7931	7261	7356
"ENSG00000255303"	0	0	0	0	0	0
"ENSG00000255266"	0	0	0	0	0	0
"ENSG00000180714"	0	0	0	0	0	0
"ENSG00000254749"	0	0	0	0	0	0
"ENSG00000254601"	0	0	0	0	0	0
"ENSG00000186509"	0	0	0	0	0	0
"ENSG00000200817"	0	0	0	0	0	0
"ENSG00000279051"	0	0	0	0	0	0
"ENSG00000172381"	0	0	0	0	0	0
"ENSG00000236541"	0	0	0	0	0	0
"ENSG00000255146"	0	0	0	0	0	0
"ENSG00000254853"	1	0	1	4	5	0
"ENSG00000255131"	0	0	0	0	0	0
"ENSG00000272685"	0	0	0	0	0	0
"ENSG00000172377"	0	0	0	0	0	0
"ENSG00000186508"	0	0	0	0	0	0
"ENSG00000272569"	0	0	0	0	0	0
"ENSG00000186513"	0	0	0	0	0	0
"ENSG00000197887"	0	0	0	0	0	0
"ENSG00000280204"	0	0	0	0	0	0
"ENSG00000172774"	0	0	0	0	0	0
"ENSG00000180475"	0	0	0	0	0	0
"ENSG00000254589"	76	57	69	70	72	75
"ENSG00000172772"	0	0	0	0	0	0
"ENSG00000272900"	0	0	0	0	0	0
"ENSG00000255218"	0	0	0	0	0	0
"ENSG00000255431"	0	0	0	2	0	0
"ENSG00000255096"	0	0	0	0	0	0
"ENSG00000255333"	0	0	0	0	0	0
"ENSG00000197786"	0	0	0	0	0	0
"ENSG00000233499"	0	0	0	0	0	0
"ENSG00000273408"	0	0	0	0	0	0
"ENSG00000172769"	0	0	0	0	0	0
"ENSG00000172365"	0	0	0	0	0	2
"ENSG00000172362"	0	0	0	0	0	0
"ENSG00000255299"	0	0	0	0	2	0
"ENSG00000198283"	0	0	0	0	0	0
"ENSG00000110031"	211	108	198	191	207	157
"ENSG00000186660"	6807	4369	6883	5802	5089	5521
"ENSG00000255073"	0	0	0	0	0	0
"ENSG00000269570"	17	15	11	29	19	20
"ENSG00000242689"	44	33	51	57	55	35
"ENSG00000280010"	22	18	17	22	17	18
"ENSG00000149124"	0	0	0	0	0	2
"ENSG00000265783"	0	0	0	0	0	0
"ENSG00000197254"	0	0	0	0	0	0
"ENSG00000254926"	0	0	0	0	0	0
"ENSG00000255265"	120	92	168	100	113	117
"ENSG00000156689"	4	2	6	10	12	4
"ENSG00000254717"	13	6	17	18	16	19
"ENSG00000166840"	12	10	11	3	10	14
"ENSG00000255523"	0	0	0	0	0	0
"ENSG00000255240"	0	0	2	0	0	0
"ENSG00000254877"	0	0	0	0	0	0
"ENSG00000255189"	0	0	0	0	0	0
"ENSG00000254786"	0	0	0	0	2	0
"ENSG00000254399"	0	0	0	0	0	0
"ENSG00000255151"	0	2	2	2	6	3
"ENSG00000189057"	1624	1177	1753	1685	1513	1776
"ENSG00000245571"	146	78	167	175	115	107
"ENSG00000255381"	2	0	0	4	2	0
"ENSG00000166801"	3466	2434	3840	3396	3296	3429
"ENSG00000110042"	12	6	17	6	11	5
"ENSG00000197629"	0	0	0	0	0	0
"ENSG00000263999"	0	0	0	0	0	0
"ENSG00000225802"	0	0	0	0	0	0
"ENSG00000254799"	0	0	0	0	0	0
"ENSG00000214797"	0	0	0	0	0	0
"ENSG00000254704"	0	0	0	0	0	0
"ENSG00000263944"	0	0	0	0	0	0
"ENSG00000235678"	0	0	0	0	0	0
"ENSG00000255386"	0	0	0	0	0	0
"ENSG00000176495"	0	0	0	0	0	0
"ENSG00000198261"	0	0	0	0	0	0
"ENSG00000172324"	0	0	0	0	0	0
"ENSG00000172320"	0	0	0	0	0	0
"ENSG00000166884"	0	0	0	0	0	0
"ENSG00000254640"	0	0	0	0	0	0
"ENSG00000254466"	0	0	0	0	0	0
"ENSG00000204989"	0	0	0	0	0	0
"ENSG00000176200"	0	0	0	0	0	0
"ENSG00000172742"	0	0	0	0	0	0
"ENSG00000254770"	0	0	0	0	0	0
"ENSG00000255008"	24	23	40	23	40	21
"ENSG00000110048"	4036	2517	4369	3984	3685	3869
"ENSG00000264559"	0	0	0	0	0	0
"ENSG00000255139"	16	11	31	29	18	30
"ENSG00000166889"	3457	2165	3643	3050	2771	2918
"ENSG00000255355"	4	9	8	2	4	3
"ENSG00000223223"	0	0	0	0	0	0
"ENSG00000172289"	0	0	0	0	0	0
"ENSG00000166900"	1412	911	1459	1039	833	981
"ENSG00000254403"	0	0	0	0	0	0
"ENSG00000254743"	2	2	2	2	0	0
"ENSG00000255538"	4	2	6	4	2	0
"ENSG00000254477"	26	10	34	15	17	8
"ENSG00000234964"	5911	4242	6678	4715	4600	5171
"ENSG00000166902"	1886	1263	2172	1672	1667	1767
"ENSG00000134812"	0	0	0	2	0	0
"ENSG00000134827"	0	0	0	0	0	0
"ENSG00000270929"	171	128	150	125	141	127
"ENSG00000214788"	0	0	0	0	0	0
"ENSG00000255393"	0	0	0	0	0	0
"ENSG00000149507"	0	0	0	0	0	0
"ENSG00000149516"	0	0	0	0	0	0
"ENSG00000255331"	0	0	0	0	0	0
"ENSG00000149534"	0	0	0	0	0	0
"ENSG00000254952"	0	0	0	0	0	0
"ENSG00000110077"	0	0	0	0	0	0
"ENSG00000214787"	0	0	2	1	0	0
"ENSG00000275344"	0	0	0	0	0	0
"ENSG00000110079"	0	0	0	0	0	0
"ENSG00000166926"	0	0	0	0	0	0
"ENSG00000166927"	0	0	0	0	0	0
"ENSG00000166928"	0	0	0	0	0	0
"ENSG00000166930"	0	0	0	0	0	0
"ENSG00000156738"	0	0	0	0	0	0
"ENSG00000071203"	0	0	0	0	0	0
"ENSG00000204979"	0	0	0	0	0	0
"ENSG00000181995"	0	0	0	0	0	0
"ENSG00000166959"	0	0	0	0	0	0
"ENSG00000214782"	0	0	0	0	0	0
"ENSG00000166961"	11	0	17	6	12	14
"ENSG00000172689"	0	2	0	0	0	0
"ENSG00000255845"	0	0	0	0	0	0
"ENSG00000255959"	0	3	6	6	1	2
"ENSG00000256813"	0	0	0	0	0	1
"ENSG00000110104"	2318	1619	2531	1691	1410	1658
"ENSG00000183134"	3	4	0	2	5	0
"ENSG00000149506"	2	0	6	2	3	2
"ENSG00000110107"	2522	1726	2837	2141	1919	2186
"ENSG00000257052"	14	6	8	6	5	4
"ENSG00000256944"	0	0	0	0	0	0
"ENSG00000110108"	2380	1628	2670	2157	1822	2033
"ENSG00000256196"	9	9	7	3	10	6
"ENSG00000006118"	2895	2006	3162	2901	2574	2686
"ENSG00000110446"	2	4	4	6	3	5
"ENSG00000013725"	0	4	0	0	1	1
"ENSG00000207153"	0	0	0	0	0	0
"ENSG00000256733"	0	0	0	0	0	0
"ENSG00000110448"	2	0	2	4	0	3
"ENSG00000167987"	1283	815	1320	1129	1064	1128
"ENSG00000279549"	24	8	12	9	9	7
"ENSG00000229859"	0	0	0	0	0	0
"ENSG00000229183"	0	0	0	0	0	0
"ENSG00000256220"	0	0	0	0	0	0
"ENSG00000256713"	0	0	0	0	0	0
"ENSG00000167992"	23	13	48	18	10	18
"ENSG00000167986"	8740	5839	9251	7882	7257	7632
"ENSG00000149476"	895	519	911	1151	1138	1073
"ENSG00000162144"	777	487	921	822	786	794
"ENSG00000279246"	1	2	6	5	1	2
"ENSG00000149483"	982	696	1090	971	832	928
"ENSG00000187049"	354	237	369	282	221	253
"ENSG00000149532"	6075	3978	6578	5357	4779	5281
"ENSG00000279632"	23	16	20	9	18	15
"ENSG00000256591"	39	22	17	21	26	21
"ENSG00000167985"	356	251	356	330	252	315
"ENSG00000240823"	4	8	2	8	12	11
"ENSG00000162148"	41	39	59	81	101	85
"ENSG00000255931"	0	0	0	0	0	0
"ENSG00000266006"	0	0	0	0	0	0
"ENSG00000204950"	0	0	0	0	0	0
"ENSG00000011347"	24	20	12	24	21	18
"ENSG00000279878"	0	0	0	2	0	0
"ENSG00000256443"	0	2	0	2	0	3
"ENSG00000250230"	0	0	0	0	0	0
"ENSG00000243742"	29	23	19	26	19	25
"ENSG00000255947"	0	0	0	0	0	0
"ENSG00000134780"	313	198	361	341	297	262
"ENSG00000124915"	4	2	0	0	1	1
"ENSG00000124920"	729	504	754	929	787	824
"ENSG00000134825"	642	358	646	616	517	521
"ENSG00000207601"	0	0	0	0	0	0
"ENSG00000168496"	3549	2740	4046	3496	3558	3704
"ENSG00000134824"	883	637	937	1060	987	981
"ENSG00000149485"	11717	7845	12624	9332	9042	9342
"ENSG00000222326"	0	0	0	0	0	0
"ENSG00000221968"	1017	640	1084	789	648	664
"ENSG00000277892"	2	2	0	1	2	0
"ENSG00000167994"	289	150	319	161	149	168
"ENSG00000200898"	0	0	0	0	0	0
"ENSG00000167995"	89	60	74	39	17	24
"ENSG00000167996"	13095	10411	20549	7484	4454	5986
"ENSG00000279491"	16	4	16	8	9	5
"ENSG00000244176"	0	0	0	0	0	0
"ENSG00000254424"	0	0	0	0	0	0
"ENSG00000255553"	0	0	0	0	0	0
"ENSG00000149503"	2507	2023	2913	3188	3017	3262
"ENSG00000236607"	0	0	2	0	0	0
"ENSG00000168515"	0	0	0	0	0	0
"ENSG00000124939"	0	0	0	0	0	0
"ENSG00000254404"	0	0	0	0	0	0
"ENSG00000124935"	0	0	0	0	0	0
"ENSG00000110484"	0	0	0	0	0	0
"ENSG00000197745"	0	0	0	0	0	0
"ENSG00000255213"	47	30	70	33	37	28
"ENSG00000255118"	2	4	0	0	4	1
"ENSG00000162174"	710	512	785	697	618	649
"ENSG00000254454"	1624	1183	1839	1400	1295	1365
"ENSG00000265696"	0	0	0	0	0	0
"ENSG00000255126"	0	0	0	0	0	0
"ENSG00000149021"	0	0	0	0	0	0
"ENSG00000255446"	0	0	0	0	0	0
"ENSG00000124942"	86253	59362	88615	96151	93020	92860
"ENSG00000238861"	0	0	0	0	0	0
"ENSG00000250659"	3	7	11	6	6	12
"ENSG00000257058"	7	6	19	5	6	5
"ENSG00000254772"	0	0	0	0	0	0
"ENSG00000255508"	77	68	104	108	117	98
"ENSG00000276102"	1	2	2	5	0	1
"ENSG00000149016"	573	422	691	577	600	599
"ENSG00000149480"	3206	2392	3730	3222	2775	3113
"ENSG00000149499"	1264	860	1472	1274	1044	1222
"ENSG00000254964"	0	2	6	9	0	5
"ENSG00000149489"	39	35	47	89	86	61
"ENSG00000149541"	1174	771	1369	1128	1149	1191
"ENSG00000089597"	16797	11978	18614	18316	17476	18016
"ENSG00000185085"	1249	886	1401	1167	1076	1071
"ENSG00000255432"	0	0	0	0	0	0
"ENSG00000278615"	3	2	0	1	4	1
"ENSG00000162194"	419	302	435	417	375	390
"ENSG00000214756"	369	198	401	326	341	336
"ENSG00000206597"	0	0	0	0	0	0
"ENSG00000204922"	382	247	408	353	305	300
"ENSG00000162191"	2885	1800	3020	2295	2074	2288
"ENSG00000177363"	8	4	9	6	0	12
"ENSG00000168000"	102	71	105	113	100	99
"ENSG00000234857"	8	1	5	9	18	8
"ENSG00000162188"	28	18	46	46	31	31
"ENSG00000214753"	1777	1157	1994	2115	1895	2255
"ENSG00000162222"	671	458	789	754	665	729
"ENSG00000185670"	192	157	235	260	256	263
"ENSG00000168002"	1177	713	1274	1076	922	984
"ENSG00000267811"	2	6	1	7	4	3
"ENSG00000162227"	363	239	398	418	380	379
"ENSG00000168569"	735	552	780	738	709	757
"ENSG00000269176"	6	5	8	16	10	17
"ENSG00000185475"	438	312	460	438	400	417
"ENSG00000274856"	0	0	0	0	0	0
"ENSG00000162231"	2089	1408	2224	1580	1482	1699
"ENSG00000274066"	0	0	3	1	0	2
"ENSG00000162236"	1647	997	1658	1353	1254	1288
"ENSG00000269463"	2	4	5	6	4	5
"ENSG00000252361"	8	6	2	3	4	3
"ENSG00000256690"	3	8	13	10	6	9
"ENSG00000133316"	726	426	770	583	480	581
"ENSG00000222328"	0	0	0	0	0	0
"ENSG00000255717"	5220	3167	5572	3661	3299	3800
"ENSG00000277194"	0	0	0	0	0	0
"ENSG00000277846"	0	0	4	2	4	2
"ENSG00000278527"	0	0	0	0	0	0
"ENSG00000274544"	0	0	0	0	0	0
"ENSG00000275996"	0	0	0	0	0	0
"ENSG00000276788"	0	0	0	0	0	0
"ENSG00000275043"	0	0	0	0	0	0
"ENSG00000168003"	11549	5940	11472	5033	3419	4000
"ENSG00000168539"	2	0	0	0	2	2
"ENSG00000257002"	0	0	0	0	0	0
"ENSG00000241082"	0	0	0	0	0	0
"ENSG00000197901"	0	0	0	0	0	0
"ENSG00000149452"	0	4	0	0	2	0
"ENSG00000256041"	0	0	0	1	0	0
"ENSG00000253547"	0	0	0	2	0	0
"ENSG00000197658"	0	0	0	0	0	0
"ENSG00000239924"	0	0	0	0	0	0
"ENSG00000184999"	0	0	0	0	0	0
"ENSG00000196600"	0	0	0	0	0	0
"ENSG00000256863"	0	0	0	0	0	0
"ENSG00000256847"	4	0	4	0	3	0
"ENSG00000256181"	0	0	0	0	0	0
"ENSG00000149742"	0	0	0	0	0	0
"ENSG00000168004"	0	0	0	0	0	0
"ENSG00000275598"	0	0	0	0	0	0
"ENSG00000133317"	0	0	0	0	0	0
"ENSG00000133321"	6	9	20	36	8	19
"ENSG00000133328"	2	2	3	2	0	0
"ENSG00000176485"	1159	793	1359	1091	961	1049
"ENSG00000203520"	0	0	0	0	0	2
"ENSG00000184743"	3086	2061	3215	2975	2721	2658
"ENSG00000270269"	69	51	77	35	48	48
"ENSG00000256789"	0	0	4	0	1	6
"ENSG00000133318"	7260	4796	7606	7319	6694	6854
"ENSG00000271100"	39	24	37	39	23	21
"ENSG00000188070"	1679	1023	1815	1615	1435	1576
"ENSG00000264519"	0	0	0	0	0	0
"ENSG00000168005"	1953	1245	2063	1782	1593	1781
"ENSG00000256280"	0	0	6	0	0	0
"ENSG00000072518"	1703	1224	1896	1530	1421	1648
"ENSG00000202089"	0	0	0	0	0	0
"ENSG00000167771"	150	158	227	422	396	399
"ENSG00000110583"	2436	1638	2542	2486	2122	2495
"ENSG00000207200"	16	13	14	18	17	25
"ENSG00000176340"	3921	2729	4457	4224	4186	4342
"ENSG00000256100"	0	0	0	0	0	0
"ENSG00000278375"	0	2	0	2	2	2
"ENSG00000167770"	2640	2031	2910	2803	2634	2772
"ENSG00000133315"	365	246	386	316	293	325
"ENSG00000256824"	0	4	2	6	4	2
"ENSG00000256481"	14	2	12	6	8	8
"ENSG00000126500"	140	82	106	106	96	56
"ENSG00000256341"	0	1	1	0	0	0
"ENSG00000168439"	5316	3937	6398	4886	4751	5043
"ENSG00000149781"	100	60	104	83	56	70
"ENSG00000149743"	535	379	591	621	612	722
"ENSG00000149761"	889	691	994	1027	1005	998
"ENSG00000256116"	7	4	7	14	9	10
"ENSG00000110011"	381	267	413	479	464	475
"ENSG00000173511"	1140	925	1406	1412	1348	1529
"ENSG00000173486"	1438	1033	1547	1637	1696	1935
"ENSG00000173457"	3030	2284	3557	3008	2879	3059
"ENSG00000256940"	5	12	6	15	8	7
"ENSG00000257086"	18	13	32	52	23	46
"ENSG00000149782"	2043	1501	2420	2471	2107	2349
"ENSG00000002330"	876	595	961	917	817	858
"ENSG00000173264"	2368	1670	2654	2439	2049	2379
"ENSG00000182450"	0	4	5	2	4	5
"ENSG00000257069"	0	2	2	0	2	0
"ENSG00000207024"	0	0	2	0	0	0
"ENSG00000219435"	1	0	0	3	0	3
"ENSG00000173153"	1353	843	1464	1125	1095	1071
"ENSG00000278148"	0	0	0	0	0	0
"ENSG00000173113"	1417	992	1644	1238	1179	1188
"ENSG00000126432"	4956	3104	5535	4332	4208	4270
"ENSG00000236935"	2	2	0	2	1	4
"ENSG00000168071"	328	242	341	432	537	539
"ENSG00000278359"	0	0	0	0	0	0
"ENSG00000162302"	2313	1591	2484	2080	1709	2015
"ENSG00000221273"	0	0	0	0	0	0
"ENSG00000231680"	0	0	0	1	0	0
"ENSG00000231492"	0	0	0	0	0	0
"ENSG00000181908"	2	0	0	8	2	3
"ENSG00000232500"	0	0	0	0	0	0
"ENSG00000237363"	0	0	0	0	0	0
"ENSG00000168065"	0	0	0	0	0	0
"ENSG00000197891"	0	0	0	0	0	0
"ENSG00000110076"	2	0	6	2	6	4
"ENSG00000237410"	2	0	0	0	0	0
"ENSG00000068831"	67	26	42	68	66	58
"ENSG00000068976"	14	14	13	11	15	15
"ENSG00000168066"	11432	7925	12579	10470	9071	10086
"ENSG00000269038"	25	6	21	27	9	12
"ENSG00000269290"	27	18	19	28	20	28
"ENSG00000168067"	500	244	470	512	486	484
"ENSG00000133895"	2620	1831	2871	2620	2326	2437
"ENSG00000171219"	24	14	19	35	53	59
"ENSG00000110047"	4958	3678	5785	4639	4075	4416
"ENSG00000230835"	0	2	0	0	0	0
"ENSG00000229719"	0	0	6	0	0	0
"ENSG00000207648"	0	0	0	0	0	0
"ENSG00000277225"	0	0	0	0	0	0
"ENSG00000110046"	1377	862	1484	1352	1130	1253
"ENSG00000274986"	0	0	2	0	2	2
"ENSG00000274314"	0	0	0	0	0	0
"ENSG00000068971"	788	557	948	858	760	793
"ENSG00000149735"	2	0	0	1	2	0
"ENSG00000168070"	0	0	0	1	0	0
"ENSG00000168062"	115	104	152	43	59	45
"ENSG00000213465"	1154	861	1442	1148	1137	1056
"ENSG00000273003"	3	1	0	0	2	0
"ENSG00000278851"	0	0	0	0	0	0
"ENSG00000270775"	4	2	2	4	4	4
"ENSG00000110025"	59	29	51	67	59	65
"ENSG00000168061"	618	463	842	704	681	761
"ENSG00000168060"	4	2	2	4	11	0
"ENSG00000146670"	3300	2722	3896	3578	3659	3853
"ENSG00000162300"	211	127	218	166	152	182
"ENSG00000187066"	57	49	67	44	51	52
"ENSG00000149823"	2926	2278	3590	3233	2902	2957
"ENSG00000254501"	0	0	0	0	0	0
"ENSG00000149809"	891	614	945	1008	973	991
"ENSG00000174276"	270	208	263	253	220	221
"ENSG00000255173"	0	0	0	0	0	0
"ENSG00000278952"	26	20	28	20	14	20
"ENSG00000149806"	1755	1135	1899	1355	1356	1469
"ENSG00000162298"	2055	1320	2101	1752	1412	1613
"ENSG00000149792"	2750	1855	2987	2430	2083	2433
"ENSG00000277547"	0	0	0	0	0	0
"ENSG00000254455"	39	21	33	23	33	39
"ENSG00000222477"	0	0	0	0	0	0
"ENSG00000255058"	2	2	2	0	0	0
"ENSG00000204710"	6	0	0	4	0	0
"ENSG00000255200"	89	59	100	81	110	82
"ENSG00000249251"	0	0	0	0	0	0
"ENSG00000254614"	153	108	166	179	177	160
"ENSG00000014216"	3143	2303	3490	3635	3315	3447
"ENSG00000197847"	58	36	69	46	60	39
"ENSG00000014138"	1402	1044	1586	1428	1280	1349
"ENSG00000274509"	6	4	2	9	6	8
"ENSG00000149798"	865	606	970	775	708	713
"ENSG00000133884"	2621	1720	2845	2310	2010	2158
"ENSG00000173825"	36	35	54	45	58	41
"ENSG00000255478"	0	0	0	2	2	0
"ENSG00000162241"	225	183	220	314	243	299
"ENSG00000126391"	1574	983	1672	1436	1370	1405
"ENSG00000245532"	99327	53829	95713	78566	67422	75214
"ENSG00000278144"	0	0	0	0	0	0
"ENSG00000278050"	0	0	0	0	0	0
"ENSG00000277599"	0	0	0	0	0	0
"ENSG00000273834"	0	0	0	0	0	0
"ENSG00000275948"	0	6	0	0	0	0
"ENSG00000173727"	1560	1153	1849	2059	2270	2272
"ENSG00000279243"	6	2	9	8	11	10
"ENSG00000251562"	49966	27663	47142	38056	35713	37119
"ENSG00000270117"	0	0	0	0	0	0
"ENSG00000279576"	0	0	0	0	0	0
"ENSG00000278217"	0	0	0	0	0	0
"ENSG00000274072"	0	0	0	0	0	0
"ENSG00000270526"	0	0	0	0	0	0
"ENSG00000142186"	2357	1449	2626	2316	1946	2210
"ENSG00000168056"	1613	1148	1747	2559	2409	2570
"ENSG00000279093"	0	0	0	0	2	2
"ENSG00000260233"	68	29	66	86	84	60
"ENSG00000173465"	796	506	879	634	690	644
"ENSG00000176973"	105	56	101	170	187	185
"ENSG00000173442"	8347	5895	9471	10943	10304	11071
"ENSG00000213445"	1678	1317	2130	2165	2026	2100
"ENSG00000173338"	32	13	25	37	23	35
"ENSG00000173327"	3223	2226	3579	3244	2953	3004
"ENSG00000197136"	4731	3643	5634	4818	4237	4704
"ENSG00000266041"	0	0	0	0	0	0
"ENSG00000265874"	4	6	4	5	2	7
"ENSG00000173039"	4440	2848	4785	4003	3503	3609
"ENSG00000239356"	0	0	0	0	0	0
"ENSG00000172977"	336	218	340	342	331	332
"ENSG00000172922"	1022	721	953	932	858	963
"ENSG00000214659"	3	0	0	2	0	0
"ENSG00000255557"	2	4	6	0	8	4
"ENSG00000254470"	1717	1150	1921	1607	1466	1566
"ENSG00000172818"	0	2	0	0	0	0
"ENSG00000255120"	0	0	0	0	0	0
"ENSG00000255404"	0	0	0	0	0	0
"ENSG00000172757"	18202	13280	20788	20123	19191	20374
"ENSG00000172803"	46	28	57	17	22	27
"ENSG00000172732"	1224	864	1423	1110	917	1055
"ENSG00000172638"	231	175	256	329	447	371
"ENSG00000172543"	19	22	19	25	13	17
"ENSG00000172500"	1161	895	1505	1511	1311	1511
"ENSG00000175602"	7355	5363	8928	6857	5215	6287
"ENSG00000175592"	19151	13411	22567	18029	14454	16525
"ENSG00000175573"	4833	3580	5706	5135	4732	5141
"ENSG00000175550"	4481	3199	5397	3694	3438	4003
"ENSG00000175513"	4	8	1	0	1	0
"ENSG00000175467"	2878	1869	3234	2564	2269	2594
"ENSG00000254867"	2	4	8	0	3	4
"ENSG00000175376"	1844	1368	2242	1826	1598	1553
"ENSG00000175334"	4315	3266	5070	4676	4844	4962
"ENSG00000175315"	26	9	19	9	8	4
"ENSG00000175294"	396	232	374	399	408	425
"ENSG00000175229"	66	33	68	84	93	112
"ENSG00000087365"	6904	4539	7692	6509	5892	6086
"ENSG00000255038"	0	0	0	1	3	0
"ENSG00000175115"	2590	1988	3040	2917	2515	2691
"ENSG00000255320"	83	61	111	79	99	74
"ENSG00000174996"	1873	1075	1915	1576	1330	1535
"ENSG00000254461"	58	43	73	64	80	67
"ENSG00000254855"	14	4	17	15	6	13
"ENSG00000254762"	2	2	0	2	0	0
"ENSG00000174903"	2668	2083	3007	3099	2863	3095
"ENSG00000245156"	85	49	67	82	95	99
"ENSG00000254452"	0	0	0	0	0	0
"ENSG00000174871"	125	88	112	137	123	207
"ENSG00000174851"	1108	790	1259	976	977	971
"ENSG00000179292"	22	13	34	20	12	18
"ENSG00000254458"	2	2	0	1	3	3
"ENSG00000174807"	7	0	8	5	0	8
"ENSG00000174791"	1041	830	1330	1508	1243	1336
"ENSG00000254756"	4	6	7	7	4	5
"ENSG00000174744"	1529	997	1651	1193	1138	1219
"ENSG00000174684"	1276	876	1480	1585	1458	1458
"ENSG00000255468"	70	50	106	107	77	116
"ENSG00000174669"	702	443	830	754	718	721
"ENSG00000276918"	0	0	0	0	0	0
"ENSG00000254736"	0	0	0	0	0	0
"ENSG00000202317"	0	0	0	0	0	0
"ENSG00000254510"	0	0	0	0	0	0
"ENSG00000174576"	0	0	0	2	0	0
"ENSG00000201733"	0	0	0	0	0	0
"ENSG00000174547"	1339	952	1476	1143	1072	1104
"ENSG00000254596"	18	8	8	24	12	17
"ENSG00000174516"	233	157	247	280	202	199
"ENSG00000255517"	71	51	78	67	59	53
"ENSG00000254986"	916	665	1010	873	821	885
"ENSG00000256349"	0	0	0	0	0	0
"ENSG00000174483"	105	67	117	105	89	114
"ENSG00000174165"	315	192	353	418	301	310
"ENSG00000269990"	119	76	118	146	115	127
"ENSG00000248746"	5	9	2	2	2	2
"ENSG00000250105"	0	0	0	4	0	1
"ENSG00000174080"	709	425	736	819	702	783
"ENSG00000182791"	49	14	47	49	18	21
"ENSG00000173992"	702	502	756	656	602	701
"ENSG00000199325"	2	0	2	0	4	2
"ENSG00000239306"	3365	2657	3880	3605	3676	3738
"ENSG00000248643"	42	22	32	31	31	23
"ENSG00000173933"	276	167	355	250	279	229
"ENSG00000173914"	983	570	940	798	798	778
"ENSG00000258297"	409	266	436	389	444	449
"ENSG00000173898"	1312	830	1322	977	840	933
"ENSG00000239553"	0	0	6	2	0	1
"ENSG00000173715"	405	267	369	386	362	396
"ENSG00000213409"	2983	1983	3348	2654	2277	2568
"ENSG00000254984"	0	1	4	0	2	6
"ENSG00000173653"	654	457	857	598	461	656
"ENSG00000173599"	765	538	856	1272	1210	1279
"ENSG00000173621"	710	512	761	741	671	710
"ENSG00000274255"	2	0	0	0	0	0
"ENSG00000239099"	0	0	0	0	0	0
"ENSG00000266423"	0	0	0	0	0	0
"ENSG00000173237"	4	0	6	4	6	2
"ENSG00000173227"	52	78	100	152	145	103
"ENSG00000173156"	2	0	2	2	0	5
"ENSG00000173120"	5559	3819	5962	5028	4585	4870
"ENSG00000179038"	8	8	12	10	4	6
"ENSG00000173020"	1642	1146	1784	1807	1453	1457
"ENSG00000172932"	1295	927	1444	1348	1134	1221
"ENSG00000172830"	641	351	677	693	609	689
"ENSG00000275200"	0	0	0	0	0	0
"ENSG00000172613"	824	563	946	921	863	960
"ENSG00000175482"	420	254	420	423	336	368
"ENSG00000256514"	0	0	0	0	0	0
"ENSG00000274251"	8	0	8	8	10	6
"ENSG00000201684"	4	2	0	0	1	4
"ENSG00000175505"	384	267	474	446	383	472
"ENSG00000275484"	18	9	11	21	23	20
"ENSG00000253024"	7	2	4	2	2	2
"ENSG00000172531"	4001	2727	4265	4083	3764	4027
"ENSG00000175463"	8	4	8	14	10	11
"ENSG00000172508"	31	28	35	87	58	58
"ENSG00000175634"	426	323	484	410	367	396
"ENSG00000255949"	0	0	0	0	0	0
"ENSG00000172725"	3359	2487	3689	3625	3302	3444
"ENSG00000213402"	0	0	0	0	0	0
"ENSG00000175514"	0	0	0	0	0	0
"ENSG00000175544"	0	1	0	0	0	4
"ENSG00000172663"	582	463	721	826	793	754
"ENSG00000110711"	1241	826	1316	1356	1253	1344
"ENSG00000276769"	0	0	0	0	0	0
"ENSG00000110697"	2854	1985	3078	3780	3459	3599
"ENSG00000167797"	747	582	776	1006	954	1098
"ENSG00000167791"	0	0	0	0	0	2
"ENSG00000084207"	1691	1064	1792	1178	1210	1264
"ENSG00000184224"	8	10	6	11	8	6
"ENSG00000255119"	0	0	0	0	0	0
"ENSG00000167792"	3321	2180	3780	3422	3342	3565
"ENSG00000231793"	109	73	92	185	201	183
"ENSG00000255318"	197	132	180	294	322	323
"ENSG00000167799"	125	94	115	153	126	174
"ENSG00000167800"	41	31	71	35	55	69
"ENSG00000132744"	0	0	0	0	0	0
"ENSG00000227834"	0	0	0	0	0	0
"ENSG00000132746"	0	0	0	0	2	0
"ENSG00000239559"	9405	5532	9122	7623	7196	7012
"ENSG00000184795"	10	3	7	3	3	9
"ENSG00000235855"	0	0	2	0	0	0
