"DMSO_1"	"DMSO_2"	"DMSO_3"	"NCEG2_1"	"NCEG2_2"	"NCEG2_3"
"ENSG00000183971"	36	21	34	11	24	26
"ENSG00000265386"	17	2	20	10	9	6
"ENSG00000065054"	607	570	566	588	628	614
"ENSG00000065057"	480	383	429	396	451	438
"ENSG00000103197"	2673	2210	2358	1719	2076	1957
"ENSG00000008710"	5644	4780	5140	3863	4835	4711
"ENSG00000221656"	0	0	0	0	0	0
"ENSG00000259933"	16	28	14	11	25	15
"ENSG00000261123"	23	16	24	20	27	16
"ENSG00000276783"	0	0	0	0	0	0
"ENSG00000273879"	0	0	0	0	0	0
"ENSG00000261240"	2	11	4	8	9	4
"ENSG00000260447"	11	5	7	0	6	2
"ENSG00000200059"	0	0	0	1	2	4
"ENSG00000265867"	3	4	6	5	5	6
"ENSG00000264397"	1	0	0	3	1	0
"ENSG00000167964"	414	459	393	316	352	288
"ENSG00000260260"	381	365	359	352	447	383
"ENSG00000206630"	5	10	16	12	19	13
"ENSG00000131653"	2866	2492	2645	2380	2919	2893
"ENSG00000167971"	104	93	104	107	119	103
"ENSG00000167965"	1005	976	1049	841	1055	997
"ENSG00000252958"	0	0	0	0	0	0
"ENSG00000182685"	201	199	231	131	204	203
"ENSG00000261532"	0	0	0	0	0	0
"ENSG00000184207"	1269	1145	1276	1255	1506	1514
"ENSG00000167967"	1217	1156	1223	1068	1304	1203
"ENSG00000259780"	0	0	0	0	0	0
"ENSG00000167968"	78	64	66	52	42	55
"ENSG00000167969"	1996	1757	1847	1576	1862	1620
"ENSG00000261663"	98	84	138	111	164	107
"ENSG00000205937"	3626	3282	3475	2919	3719	3675
"ENSG00000279473"	0	0	0	0	0	0
"ENSG00000207715"	0	0	0	0	0	0
"ENSG00000260778"	31	39	58	33	39	23
"ENSG00000266643"	4	5	7	2	8	6
"ENSG00000274753"	0	0	0	0	0	0
"ENSG00000264004"	0	0	0	0	0	0
"ENSG00000167972"	5002	4251	4452	3538	4091	3894
"ENSG00000243445"	6128	5616	5903	5016	6411	5514
"ENSG00000238098"	40	51	60	58	71	49
"ENSG00000162063"	1753	1861	1991	1931	2389	2221
"ENSG00000260095"	30	16	21	23	23	45
"ENSG00000260874"	25	19	9	16	25	15
"ENSG00000162062"	377	399	422	378	523	450
"ENSG00000274805"	0	1	3	0	1	1
"ENSG00000259895"	8	6	4	2	4	2
"ENSG00000162068"	18	18	8	14	13	9
"ENSG00000162065"	1223	1098	1104	900	1023	998
"ENSG00000260293"	38	54	31	58	52	71
"ENSG00000260272"	0	0	0	0	0	0
"ENSG00000185883"	8	8	7	7	7	16
"ENSG00000259784"	0	0	0	0	0	0
"ENSG00000279520"	33	43	35	44	45	33
"ENSG00000162066"	371	365	384	354	441	457
"ENSG00000205923"	0	0	0	0	0	0
"ENSG00000266232"	0	0	2	0	6	0
"ENSG00000140992"	2527	2225	2476	1659	2190	2047
"ENSG00000261613"	14	14	14	4	10	13
"ENSG00000261288"	2	0	0	0	0	0
"ENSG00000269937"	166	169	192	127	159	164
"ENSG00000261140"	20	14	15	10	16	20
"ENSG00000260436"	2	2	9	3	6	3
"ENSG00000279568"	36	22	40	47	48	54
"ENSG00000280402"	35	43	56	18	36	44
"ENSG00000279162"	9	9	20	12	8	18
"ENSG00000261093"	0	0	0	0	0	0
"ENSG00000215154"	120	121	131	106	117	130
"ENSG00000205918"	281	256	273	156	191	233
"ENSG00000279057"	39	49	42	32	28	37
"ENSG00000260176"	6	8	12	4	2	6
"ENSG00000260565"	906	712	770	427	527	517
"ENSG00000167977"	1354	1298	1358	964	1212	1281
"ENSG00000279901"	20	15	21	12	19	17
"ENSG00000172382"	89	83	77	59	59	31
"ENSG00000222055"	0	0	0	0	0	0
"ENSG00000205913"	77	69	94	43	46	35
"ENSG00000167978"	47989	42887	46822	37743	46119	45329
"ENSG00000265864"	0	0	0	0	0	0
"ENSG00000103363"	1000	1056	973	961	1078	1023
"ENSG00000276791"	56	51	44	29	52	48
"ENSG00000103355"	0	0	0	1	0	0
"ENSG00000221719"	0	0	0	0	0	0
"ENSG00000215148"	2	0	0	0	2	0
"ENSG00000007038"	0	0	0	0	0	0
"ENSG00000262154"	11	9	16	4	6	7
"ENSG00000162078"	11	6	12	10	11	10
"ENSG00000172460"	0	2	4	0	2	0
"ENSG00000005001"	0	0	0	0	0	0
"ENSG00000263325"	0	0	0	0	0	0
"ENSG00000263280"	12	9	13	6	8	8
"ENSG00000162076"	842	768	832	672	845	794
"ENSG00000059122"	4304	3478	3690	2811	3466	3370
"ENSG00000262959"	6	4	0	6	5	4
"ENSG00000262482"	9	23	26	29	19	22
"ENSG00000131650"	152	146	170	179	238	224
"ENSG00000127564"	1179	1126	1220	1333	1725	1646
"ENSG00000162073"	542	445	494	585	663	653
"ENSG00000274367"	2	2	2	0	5	6
"ENSG00000262152"	8	8	12	4	6	12
"ENSG00000270097"	0	2	2	0	0	0
"ENSG00000270168"	6	0	0	0	4	1
"ENSG00000262362"	9	12	18	9	13	6
"ENSG00000272079"	41	99	46	61	49	62
"ENSG00000213937"	33	33	18	20	8	12
"ENSG00000184697"	8	10	13	3	10	3
"ENSG00000006327"	6091	5392	6019	3455	4257	3992
"ENSG00000103145"	2110	2120	2129	2226	2752	2596
"ENSG00000131652"	229	163	200	189	254	259
"ENSG00000162069"	26	30	22	41	36	40
"ENSG00000205890"	6	5	6	0	2	8
"ENSG00000008516"	60	45	57	26	37	32
"ENSG00000261971"	465	473	495	327	435	417
"ENSG00000008517"	498	471	543	691	926	776
"ENSG00000252561"	0	0	0	0	0	0
"ENSG00000262370"	0	0	0	0	0	0
"ENSG00000200204"	0	0	0	0	0	0
"ENSG00000130182"	4	8	10	6	0	4
"ENSG00000263011"	6	6	13	3	5	6
"ENSG00000263214"	23	8	32	9	20	12
"ENSG00000122386"	490	388	501	321	448	375
"ENSG00000263072"	400	349	392	269	378	378
"ENSG00000085644"	700	572	681	443	625	517
"ENSG00000228146"	56	59	51	56	52	34
"ENSG00000261889"	15	7	12	8	12	12
"ENSG00000262521"	9	13	2	0	2	5
"ENSG00000262668"	31	17	12	14	24	28
"ENSG00000168124"	43	41	31	29	35	41
"ENSG00000203581"	4	2	6	10	2	5
"ENSG00000010539"	787	711	709	562	715	692
"ENSG00000103313"	10	5	6	0	8	4
"ENSG00000006194"	1333	1210	1239	996	1280	1196
"ENSG00000279330"	9	8	10	7	12	11
"ENSG00000279031"	2	8	6	6	8	5
"ENSG00000140993"	176	171	179	163	193	195
"ENSG00000162086"	1065	1024	1068	787	1006	924
"ENSG00000262899"	0	0	0	0	0	0
"ENSG00000262554"	0	0	0	0	0	0
"ENSG00000262316"	1	0	0	0	0	0
"ENSG00000168158"	2	2	0	0	1	0
"ENSG00000262621"	4	10	3	0	2	9
"ENSG00000262118"	96	89	75	46	57	59
"ENSG00000263177"	71	58	67	33	69	40
"ENSG00000232196"	60	68	67	47	50	55
"ENSG00000140987"	38	40	35	46	35	57
"ENSG00000103343"	420	340	422	310	409	355
"ENSG00000167981"	443	368	413	344	449	439
"ENSG00000122390"	465	367	411	304	423	448
"ENSG00000263212"	0	0	0	0	0	0
"ENSG00000273776"	0	0	0	0	0	0
"ENSG00000215131"	0	2	4	0	2	0
"ENSG00000240311"	1570	1457	1587	1306	1622	1419
"ENSG00000103351"	468	388	377	289	389	356
"ENSG00000278942"	0	0	0	0	0	0
"ENSG00000167984"	93	61	57	49	54	59
"ENSG00000262312"	2	4	8	10	8	4
"ENSG00000261938"	0	0	0	0	0	0
"ENSG00000188827"	1656	1573	1590	1379	1746	1680
"ENSG00000213918"	2780	2305	2553	1628	1960	2085
"ENSG00000263235"	52	28	48	35	35	50
"ENSG00000126602"	1527	1383	1443	1614	1998	1864
"ENSG00000276754"	2	2	4	2	0	0
"ENSG00000005339"	4037	3530	3536	2499	3063	2944
"ENSG00000262516"	2	2	1	0	0	0
"ENSG00000262888"	17	6	9	9	11	7
"ENSG00000262185"	2	2	0	0	0	2
"ENSG00000162104"	1292	1233	1287	1046	1154	1050
"ENSG00000263159"	0	0	0	0	0	0
"ENSG00000262471"	0	0	0	0	0	0
"ENSG00000263105"	4	6	5	5	7	8
"ENSG00000185739"	0	0	0	0	0	0
"ENSG00000262468"	185	191	181	106	148	111
"ENSG00000090447"	434	373	448	373	504	387
"ENSG00000126603"	1108	1045	925	668	803	811
"ENSG00000262686"	10	5	3	6	3	15
"ENSG00000217930"	204	191	249	115	181	171
"ENSG00000262712"	22	26	18	20	23	22
"ENSG00000103426"	0	0	0	0	0	0
"ENSG00000280063"	212	156	194	173	175	176
"ENSG00000262246"	248	222	231	192	207	181
"ENSG00000168140"	69	66	60	47	35	47
"ENSG00000103423"	2622	2062	2388	1847	2260	2315
"ENSG00000277170"	4	13	11	4	6	14
"ENSG00000277440"	10	5	0	9	14	4
"ENSG00000275515"	1	1	2	0	0	0
"ENSG00000153406"	1829	1719	1852	1754	2186	1875
"ENSG00000103415"	1266	1085	1320	1150	1427	1255
"ENSG00000089486"	893	820	827	757	920	910
"ENSG00000278434"	14	10	15	12	14	7
"ENSG00000205832"	9	10	4	4	11	3
"ENSG00000261789"	0	0	2	2	0	0
"ENSG00000261612"	1708	1685	1828	1468	1896	1746
"ENSG00000153443"	840	786	792	704	892	822
"ENSG00000102858"	1705	1434	1551	1291	1553	1553
"ENSG00000263955"	0	0	0	0	1	0
"ENSG00000261442"	1	2	1	3	4	4
"ENSG00000278700"	0	0	2	0	0	1
"ENSG00000276641"	2	0	4	0	1	2
"ENSG00000168101"	745	783	811	564	622	602
"ENSG00000168096"	669	560	627	471	602	613
"ENSG00000266994"	2	7	4	0	4	4
"ENSG00000166246"	67	39	58	37	39	47
"ENSG00000103199"	536	378	449	331	454	444
"ENSG00000276096"	0	0	2	1	8	3
"ENSG00000140623"	2	0	0	0	0	2
"ENSG00000267795"	4	6	4	2	7	2
"ENSG00000267077"	0	0	3	0	1	3
"ENSG00000067836"	416	418	380	294	352	348
"ENSG00000140632"	3898	3467	3803	2873	3545	3412
"ENSG00000275056"	11	6	9	12	19	13
"ENSG00000118900"	4096	3746	3915	3459	4035	4150
"ENSG00000118898"	1329	1186	1286	1199	1428	1315
"ENSG00000103184"	115	133	147	73	106	69
"ENSG00000267072"	0	0	0	0	0	0
"ENSG00000103174"	559	525	622	508	507	488
"ENSG00000033011"	289	230	286	200	239	209
"ENSG00000153446"	10	6	13	10	4	6
"ENSG00000260882"	3	0	0	0	0	0
"ENSG00000118894"	211	170	208	241	265	217
"ENSG00000267070"	0	0	0	0	0	0
"ENSG00000273963"	0	0	0	2	0	0
"ENSG00000260431"	49	49	37	48	50	58
"ENSG00000261811"	0	0	0	0	0	0
"ENSG00000279877"	0	0	0	0	0	0
"ENSG00000260411"	0	0	0	0	0	0
"ENSG00000260817"	0	0	0	0	0	0
"ENSG00000221809"	0	0	0	0	0	0
"ENSG00000242278"	0	0	0	0	0	0
"ENSG00000267182"	0	0	0	0	0	0
"ENSG00000261007"	2	3	0	3	2	0
"ENSG00000275398"	0	0	0	0	0	0
"ENSG00000260338"	0	0	0	0	0	0
"ENSG00000273648"	0	0	0	0	0	0
"ENSG00000221257"	0	0	0	0	0	0
"ENSG00000270440"	0	0	0	0	0	0
"ENSG00000078328"	2	5	3	2	4	5
"ENSG00000280000"	1	0	0	0	0	1
"ENSG00000257180"	0	0	0	0	0	0
"ENSG00000260835"	0	0	0	0	0	0
"ENSG00000278975"	0	0	0	0	0	0
"ENSG00000259963"	0	0	0	0	0	0
"ENSG00000252080"	0	0	0	0	0	0
"ENSG00000200869"	0	0	0	0	0	0
"ENSG00000212189"	0	0	0	0	0	0
"ENSG00000240419"	0	0	0	0	0	0
"ENSG00000252405"	0	0	0	0	0	0
"ENSG00000261198"	0	0	0	0	0	0
"ENSG00000252138"	0	0	0	0	0	0
"ENSG00000260289"	9	6	3	2	15	14
"ENSG00000222109"	0	0	0	0	0	0
"ENSG00000260003"	0	0	0	0	0	0
"ENSG00000261319"	0	0	0	0	0	0
"ENSG00000264844"	0	0	0	0	0	0
"ENSG00000260058"	0	0	0	0	0	0
"ENSG00000259819"	0	0	0	0	0	0
"ENSG00000260379"	0	0	2	0	0	0
"ENSG00000261066"	0	0	0	0	0	0
"ENSG00000232258"	0	0	0	0	0	0
"ENSG00000067365"	808	755	774	528	700	731
"ENSG00000279357"	0	4	2	0	0	0
"ENSG00000183044"	32	47	43	12	40	16
"ENSG00000243954"	0	0	0	0	0	0
"ENSG00000238417"	0	0	0	0	0	0
"ENSG00000260764"	0	0	0	0	0	0
"ENSG00000184857"	298	250	261	255	347	280
"ENSG00000140650"	229	155	207	193	197	231
"ENSG00000260350"	5	1	0	1	1	0
"ENSG00000260276"	46	45	36	29	61	47
"ENSG00000153048"	1686	1848	1859	1658	1912	1921
"ENSG00000259939"	0	0	0	0	0	0
"ENSG00000261481"	2	1	3	2	2	0
"ENSG00000187555"	2075	1970	2160	1992	2603	2328
"ENSG00000260979"	0	0	2	0	0	0
"ENSG00000261392"	13	14	15	3	31	9
"ENSG00000182831"	4081	3634	3629	3356	4098	4040
"ENSG00000263244"	0	0	0	0	0	0
"ENSG00000260349"	0	0	0	0	0	0
"ENSG00000220793"	3325	3005	3342	2715	3636	3001
"ENSG00000266492"	0	0	0	0	0	0
"ENSG00000261617"	0	0	0	0	0	0
"ENSG00000261397"	0	0	0	0	0	0
"ENSG00000261075"	0	0	0	0	0	0
"ENSG00000260071"	0	0	0	0	0	0
"ENSG00000200468"	0	0	0	0	0	0
"ENSG00000252927"	0	0	0	0	0	0
"ENSG00000260362"	0	0	0	0	0	0
"ENSG00000260432"	0	0	0	0	0	0
"ENSG00000183454"	0	0	0	0	0	0
"ENSG00000275533"	0	0	0	0	0	0
"ENSG00000261810"	0	0	0	0	0	0
"ENSG00000261647"	16	28	27	15	26	17
"ENSG00000266439"	0	0	0	0	2	0
"ENSG00000166669"	388	321	329	304	366	263
"ENSG00000260756"	0	0	0	0	0	0
"ENSG00000279662"	68	51	44	33	43	64
"ENSG00000199482"	0	0	0	0	0	0
"ENSG00000260468"	2	0	0	0	0	0
"ENSG00000213853"	228	167	208	165	227	196
"ENSG00000256013"	0	0	0	0	0	0
"ENSG00000260310"	0	0	0	0	0	0
"ENSG00000153060"	2	2	0	2	2	0
"ENSG00000263279"	0	0	0	0	0	0
"ENSG00000263241"	0	0	0	0	0	0
"ENSG00000262107"	0	0	0	0	0	0
"ENSG00000261904"	2	0	2	0	0	0
"ENSG00000262322"	0	0	0	0	0	0
"ENSG00000262259"	0	0	0	0	0	0
"ENSG00000263196"	0	0	0	0	0	0
"ENSG00000262158"	0	0	0	0	0	0
"ENSG00000262381"	0	0	0	4	0	0
"ENSG00000103274"	111	105	105	124	142	136
"ENSG00000166676"	14	7	9	16	12	20
"ENSG00000262488"	0	1	2	4	0	1
"ENSG00000262151"	0	0	0	0	0	0
"ENSG00000179583"	46	37	21	39	29	31
"ENSG00000182108"	0	0	0	3	3	0
"ENSG00000280153"	30	32	43	27	31	40
"ENSG00000275673"	0	0	0	0	0	0
"ENSG00000263013"	79	59	69	48	67	91
"ENSG00000262222"	13	40	46	28	41	19
"ENSG00000038532"	1672	1501	1716	1143	1488	1347
"ENSG00000229917"	362	303	389	276	412	343
"ENSG00000274038"	0	2	4	5	0	4
"ENSG00000262020"	0	0	8	0	0	0
"ENSG00000263033"	0	0	2	0	0	2
"ENSG00000263179"	1209	1197	1253	1202	1623	1323
"ENSG00000175643"	716	661	727	736	917	928
"ENSG00000185338"	40	20	35	20	26	53
"ENSG00000178279"	0	0	2	0	0	0
"ENSG00000178257"	0	0	2	0	0	0
"ENSG00000212228"	0	0	0	0	0	0
"ENSG00000122304"	0	0	2	0	0	0
"ENSG00000175646"	0	0	0	0	0	0
"ENSG00000221801"	0	0	0	0	0	0
"ENSG00000199668"	2	0	0	0	0	0
"ENSG00000263080"	23	10	20	12	16	16
"ENSG00000262703"	34	33	20	35	31	29
"ENSG00000238774"	0	0	0	0	0	0
"ENSG00000188897"	29	33	23	18	34	25
"ENSG00000262636"	2	0	1	0	0	6
"ENSG00000262999"	0	0	2	0	0	2
"ENSG00000189067"	811	818	762	603	815	841
"ENSG00000184602"	410	399	371	282	405	326
"ENSG00000153066"	768	664	746	559	706	623
"ENSG00000262420"	23	16	12	14	18	7
"ENSG00000122299"	2247	2178	2268	1843	2364	2146
"ENSG00000274505"	1	2	0	0	2	0
"ENSG00000277369"	16	6	4	10	9	16
"ENSG00000262117"	0	0	0	0	0	0
"ENSG00000171490"	4134	3592	4154	3929	4904	4460
"ENSG00000263307"	12	7	12	14	14	5
"ENSG00000103342"	4441	4038	4175	4192	4965	4597
"ENSG00000261560"	32	20	35	28	24	29
"ENSG00000260318"	927	931	884	772	953	777
"ENSG00000261216"	8	5	4	4	25	6
"ENSG00000266163"	0	0	0	0	0	0
"ENSG00000277458"	0	0	0	0	0	0
"ENSG00000234719"	75	64	77	58	82	79
"ENSG00000048462"	0	0	0	0	0	0
"ENSG00000260224"	0	0	0	0	0	0
"ENSG00000048471"	1042	915	979	666	798	664
"ENSG00000260488"	0	0	0	0	2	0
"ENSG00000241641"	0	0	0	0	0	0
"ENSG00000175604"	0	0	0	6	0	0
"ENSG00000261293"	0	0	0	0	0	0
"ENSG00000238685"	0	0	0	0	0	0
"ENSG00000261394"	2	0	0	0	2	0
"ENSG00000260723"	0	0	0	0	0	0
"ENSG00000278979"	1	0	0	0	0	0
"ENSG00000260601"	1	2	2	8	0	0
"ENSG00000259876"	2	0	5	2	3	3
"ENSG00000259899"	2	2	0	1	4	0
"ENSG00000274834"	0	0	0	0	0	0
"ENSG00000103381"	0	2	0	8	4	2
"ENSG00000264733"	0	0	0	0	0	0
"ENSG00000260378"	0	0	0	0	0	0
"ENSG00000261158"	0	0	0	0	0	0
"ENSG00000199474"	0	0	0	0	0	0
"ENSG00000241932"	8541	7788	8278	6893	8608	7752
"ENSG00000237515"	0	0	0	0	0	2
"ENSG00000263984"	0	0	0	0	0	0
"ENSG00000262116"	0	0	0	0	0	0
"ENSG00000262801"	0	0	0	0	0	0
"ENSG00000262011"	0	0	0	0	0	0
"ENSG00000262235"	79	70	80	60	87	88
"ENSG00000262267"	0	0	0	0	0	0
"ENSG00000175595"	836	731	758	550	769	717
"ENSG00000242307"	8	6	4	0	2	1
"ENSG00000262732"	9	9	8	4	3	9
"ENSG00000263234"	3	0	0	0	0	0
"ENSG00000262097"	0	0	0	0	0	0
"ENSG00000261856"	0	0	0	0	0	0
"ENSG00000186260"	2233	2008	2181	1649	1882	1758
"ENSG00000276564"	21	33	34	13	40	20
"ENSG00000262529"	0	0	0	0	0	0
"ENSG00000262470"	1098	995	1034	716	832	814
"ENSG00000201075"	0	0	0	0	0	0
"ENSG00000262454"	25	25	14	23	28	12
"ENSG00000207639"	0	0	0	0	0	0
"ENSG00000199130"	0	0	0	0	0	0
"ENSG00000260009"	0	0	0	0	0	0
"ENSG00000263257"	0	0	0	0	1	0
"ENSG00000140694"	875	732	820	576	951	718
"ENSG00000242430"	0	0	0	0	0	0
"ENSG00000103429"	2588	2270	2436	2084	2560	2239
"ENSG00000238964"	0	0	0	0	0	1
"ENSG00000069764"	5	3	1	2	0	1
"ENSG00000261523"	0	0	0	3	0	1
"ENSG00000224712"	93	70	92	78	114	101
"ENSG00000254609"	2	2	3	1	2	0
"ENSG00000261695"	0	0	0	0	3	1
"ENSG00000254852"	51	58	43	61	54	47
"ENSG00000183426"	317	316	376	283	383	344
"ENSG00000255037"	1	0	0	0	1	0
"ENSG00000255277"	60	59	35	34	46	41
"ENSG00000103512"	3426	2950	3098	2490	2957	2800
"ENSG00000270734"	0	0	0	0	0	0
"ENSG00000257264"	3	0	4	2	2	0
"ENSG00000274301"	0	0	0	0	0	0
"ENSG00000263918"	2	0	0	0	0	0
"ENSG00000258354"	4	8	6	1	3	7
"ENSG00000265537"	0	0	0	0	0	0
"ENSG00000183458"	836	804	814	606	818	815
"ENSG00000207425"	47	29	72	38	39	34
"ENSG00000275259"	0	0	0	0	0	0
"ENSG00000278265"	0	0	0	0	0	0
"ENSG00000273804"	0	0	0	2	2	0
"ENSG00000179889"	2266	2083	2263	1763	2135	2087
"ENSG00000261819"	936	921	969	746	913	871
"ENSG00000238728"	2	0	2	0	0	0
"ENSG00000275910"	9	4	7	4	11	8
"ENSG00000260872"	83	41	49	44	48	26
"ENSG00000157045"	148	104	140	117	165	192
"ENSG00000085721"	1766	1429	1573	1232	1413	1476
"ENSG00000260735"	29	30	55	41	27	26
"ENSG00000188599"	260	175	197	191	247	205
"ENSG00000270580"	131	139	137	104	148	162
"ENSG00000250251"	1291	1192	1332	1255	1475	1306
"ENSG00000277652"	0	0	0	0	0	0
"ENSG00000275105"	0	0	0	0	0	0
"ENSG00000207294"	4	11	4	10	10	5
"ENSG00000264115"	0	0	0	0	0	0
"ENSG00000257391"	12	11	8	17	13	10
"ENSG00000264182"	2	2	0	1	0	0
"ENSG00000277770"	3	0	0	3	1	0
"ENSG00000183793"	287	291	291	218	278	277
"ENSG00000156968"	2	0	0	0	2	4
"ENSG00000261130"	0	0	0	0	0	0
"ENSG00000166780"	629	582	550	393	520	518
"ENSG00000166783"	3032	2654	2778	2330	2644	2580
"ENSG00000257769"	0	0	2	0	1	4
"ENSG00000275184"	0	0	0	0	0	0
"ENSG00000072864"	1546	1573	1543	1664	1947	1803
"ENSG00000272213"	0	0	0	0	0	0
"ENSG00000262380"	4	4	2	2	2	8
"ENSG00000280206"	462	448	498	517	722	641
"ENSG00000133392"	62	97	69	88	103	77
"ENSG00000279866"	20	13	13	14	12	18
"ENSG00000263335"	16	5	15	5	6	3
"ENSG00000263065"	0	0	0	0	0	0
"ENSG00000280074"	2	0	0	0	0	0
"ENSG00000280429"	0	0	0	0	0	0
"ENSG00000133393"	3098	2895	3090	2453	3119	3050
"ENSG00000206778"	2	1	2	2	0	0
"ENSG00000262171"	5	3	9	6	10	16
"ENSG00000215003"	8	3	15	2	5	13
"ENSG00000103222"	3396	3362	3339	2954	3536	3501
"ENSG00000241067"	0	0	0	0	0	0
"ENSG00000091262"	148	139	135	109	104	91
"ENSG00000262332"	2	6	0	7	4	5
"ENSG00000103226"	1369	1208	1297	1033	1181	1150
"ENSG00000263029"	0	0	0	0	0	0
"ENSG00000262848"	0	4	5	1	4	4
"ENSG00000263198"	2	4	12	5	5	7
"ENSG00000257381"	0	0	0	0	0	0
"ENSG00000264722"	0	0	0	0	0	0
"ENSG00000257366"	4	3	0	2	4	3
"ENSG00000265373"	0	0	0	0	0	0
"ENSG00000244257"	216	167	159	201	188	176
"ENSG00000206706"	12	10	13	13	11	14
"ENSG00000183889"	411	321	447	313	386	397
"ENSG00000278221"	0	0	0	0	0	0
"ENSG00000277698"	0	0	0	0	0	0
"ENSG00000277920"	0	4	2	1	3	2
"ENSG00000227827"	1535	1271	1395	1173	1435	1438
"ENSG00000276311"	0	0	0	0	0	0
"ENSG00000277330"	0	0	0	0	0	0
"ENSG00000214967"	315	252	294	257	283	300
"ENSG00000261181"	2	0	0	2	0	0
"ENSG00000261362"	0	0	0	0	0	0
"ENSG00000260126"	0	0	0	0	0	0
"ENSG00000279729"	3	0	2	0	2	0
"ENSG00000261748"	48	28	27	30	45	50
"ENSG00000279490"	0	0	0	0	0	0
"ENSG00000260675"	0	0	0	0	0	0
"ENSG00000260405"	12	14	16	10	24	9
"ENSG00000103489"	0	0	0	0	0	0
"ENSG00000261448"	0	0	0	0	0	0
"ENSG00000279410"	0	0	0	0	0	0
"ENSG00000279415"	0	0	0	0	0	0
"ENSG00000279620"	0	0	0	0	0	0
"ENSG00000275927"	0	0	0	0	0	0
"ENSG00000260945"	0	0	0	0	0	0
"ENSG00000261555"	0	0	0	0	0	0
"ENSG00000228071"	155	125	170	150	203	155
"ENSG00000259929"	0	0	0	0	0	0
"ENSG00000280283"	0	0	0	0	2	0
"ENSG00000260242"	0	0	0	0	0	0
"ENSG00000260933"	0	0	0	0	0	0
"ENSG00000278994"	0	0	0	0	0	0
"ENSG00000276484"	0	0	0	0	0	0
"ENSG00000214940"	309	317	342	237	311	309
"ENSG00000205746"	1783	1658	1727	1557	1900	1636
"ENSG00000275085"	0	0	0	0	0	0
"ENSG00000273613"	0	0	0	0	0	0
"ENSG00000277647"	6	0	0	1	0	3
"ENSG00000233024"	388	353	427	322	387	387
"ENSG00000254681"	2205	1908	1980	1785	1980	2077
"ENSG00000275391"	0	0	0	0	0	0
"ENSG00000278675"	0	0	0	0	0	0
"ENSG00000206927"	4	6	7	9	4	2
"ENSG00000257563"	2	2	0	2	3	4
"ENSG00000266291"	0	0	0	0	0	0
"ENSG00000265776"	0	0	0	0	0	0
"ENSG00000257527"	0	7	2	2	2	6
"ENSG00000266454"	0	1	0	0	0	0
"ENSG00000185164"	3162	2821	3007	2570	2946	2697
"ENSG00000274025"	0	0	0	0	0	0
"ENSG00000277014"	0	1	4	0	2	0
"ENSG00000262974"	0	0	0	0	0	0
"ENSG00000260550"	2	0	0	0	0	6
"ENSG00000256340"	58	39	61	46	34	33
"ENSG00000134419"	786	800	838	764	1055	843
"ENSG00000260342"	0	0	0	0	0	0
"ENSG00000170540"	9462	9402	9364	8114	10376	9284
"ENSG00000260017"	3	0	3	0	1	0
"ENSG00000157106"	11704	10631	10900	9987	12439	11220
"ENSG00000260352"	11	22	12	11	17	14
"ENSG00000265515"	0	0	0	0	0	2
"ENSG00000170537"	400	361	402	399	452	496
"ENSG00000207167"	0	2	0	0	0	2
"ENSG00000261465"	1	6	3	2	6	1
"ENSG00000261357"	6	6	3	6	8	4
"ENSG00000167186"	605	604	564	536	698	580
"ENSG00000260430"	33	16	29	27	24	13
"ENSG00000278389"	5	2	7	2	9	0
"ENSG00000205730"	2679	2256	2169	1727	1966	1895
"ENSG00000261427"	0	0	0	0	0	0
"ENSG00000261759"	0	0	0	0	0	0
"ENSG00000103528"	237	277	259	243	312	252
"ENSG00000261210"	0	0	0	2	0	0
"ENSG00000188477"	0	0	2	2	0	0
"ENSG00000259871"	0	0	0	0	0	0
"ENSG00000259925"	0	0	0	0	0	0
"ENSG00000280265"	0	0	0	0	0	0
"ENSG00000103534"	8	0	0	6	4	12
"ENSG00000260681"	0	0	0	0	0	0
"ENSG00000260592"	0	0	0	0	0	0
"ENSG00000222750"	0	0	0	0	0	0
"ENSG00000260934"	0	0	0	0	0	0
"ENSG00000006007"	3062	2590	2888	1921	2225	2269
"ENSG00000279747"	0	0	0	0	0	0
"ENSG00000103540"	2034	2079	2210	1664	1993	1939
"ENSG00000103544"	852	802	784	723	842	804
"ENSG00000276571"	10	17	19	10	15	17
"ENSG00000103550"	724	720	707	661	994	829
"ENSG00000261312"	0	0	0	0	1	1
"ENSG00000174628"	116	108	85	76	114	104
"ENSG00000261195"	4	4	0	2	3	0
"ENSG00000261939"	2	2	0	2	0	0
"ENSG00000167191"	136	105	107	62	94	123
"ENSG00000265524"	0	0	0	0	0	0
"ENSG00000180269"	0	0	0	0	0	0
"ENSG00000277211"	0	0	0	0	0	0
"ENSG00000263253"	0	0	0	0	0	0
"ENSG00000227624"	0	0	0	0	0	0
"ENSG00000169347"	0	0	0	0	0	0
"ENSG00000169344"	0	0	0	0	0	0
"ENSG00000169340"	0	0	0	0	0	0
"ENSG00000263237"	0	0	0	0	0	0
"ENSG00000183549"	0	0	4	0	0	0
"ENSG00000262995"	0	0	0	0	0	2
"ENSG00000183747"	0	0	0	0	0	0
"ENSG00000280306"	0	0	0	0	0	0
"ENSG00000066813"	0	0	0	0	0	0
"ENSG00000260201"	0	0	0	0	0	0
"ENSG00000260762"	0	0	0	0	0	0
"ENSG00000005187"	13	2	4	0	15	11
"ENSG00000275315"	0	0	0	0	0	0
